PLATE,NROW,NCOL,CNAME,SMILES,FORMULA,MW (as put into the well),Formula (as seen in MS),Neutral mass,M+H,M-H,CHARGE,PARENT_CID(KEGG),CAS,CHEBI,HMDB,PC_CID,PC_SID,METLIN_ID
2,C,9,METHYLGUANIDINE,CN=C(N)N,C2H7N3,73.064,C2H7N3,73.06400,74.07180,72.05620,,C02294,471-29-4,16628,HMDB01522,10111,5350,3768
2,C,10,CAFFEINE,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,C8H10N4O2,194.08038,C8H10N4O2,194.08038,195.08818,193.07258,,C07481,58-08-2,27732,HMDB01847,2519,9684,1455
2,C,11,ACETALDEHYDE,O=CC,C2H4O,44.02622,C2H4O,44.02622,45.03402,43.01842,,C00084,75-07-0,15343,HMDB00990,177,3384,3200
2,C,12,D-GLUCURONIC ACID,C1(C(C(OC(C1O)O)C(=O)O)O)O,C6H10O7,234.03516,C6H10O7,194.04265,195.05045,193.03485,,C00191,207300-70-7,4178,,94715,3491,
2,D,1,1-METHYLADENOSINE,CN1C=NC2=C(C1=N)N=CN2C3C(C(C(O3)CO)O)O,C11H15N5O4,281.11241,C11H15N5O4,281.11241,282.12021,280.10461,,C02494,15763-06-1,16020,HMDB03331,27476,5506,6888
2,D,2,DEOXYURIDINE,[C@@H]1(C[C@H](O)[C@@H](CO)O1)N2C(=O)NC(=O)C=C2,C9H12N2O5,228.07462,C9H12N2O5,228.07462,229.08242,227.06682,,C00526,951-78-0,16450,HMDB00012,13712,3809,91
2,D,3,TRANS-4-HYDROXYPROLINE,O=C(O)[C@H]1NC[C@H](O)C1,C5H9NO3,131.05824,C5H9NO3,131.05824,132.06604,130.05044,,C01157,51-35-4,18095,HMDB00725,5810,4385,257
2,D,4,UROCANATE,C1=C(NC=N1)C=CC(=O)O,C6H6N2O2,138.04293,C6H6N2O2,138.04293,139.05073,137.03513,,C00785,104-98-3,30817,HMDB00301,736715,4043,298
2,D,5,KYNURENINE,C1=CC=C(C(=C1)C(=O)CC(C(=O)O)N)N,C10H12N2O3,208.08479,C10H12N2O3,208.08479,209.09259,207.07699,,C01718,2922-83-0,28683,HMDB00684,846,4855,
2,D,6,5-OXO-L-PROLINE,C1CC(=O)NC1C(=O)O,C5H7NO3,129.04259,C5H7NO3,129.04259,130.05039,128.03479,,C01879,98-79-3,18183,HMDB00267,7405,4992,
2,D,7,4-ACETAMIDOBUTANOATE,O=C(NCCCC(=O)O)C,C6H11NO3,145.07389,C6H11NO3,145.07389,146.08169,144.06609,,C02946,3025-96-5,17645,HMDB03681,18189,5865,44719
2,D,8,"TRANS-CYCLOHEXANE-1,2-DIOL",O[C@H]1CCCC[C@@H]1O,C6H12O2,116.08373,C6H12O2,116.08373,117.09153,115.07593,,C03739,1460-57-7,16931,,92886,6502,
2,D,9,MELANIN,CC1=C2C3=C(C4=CNC5=C(C(=O)C(=O)C(=C45)C3=CN2)C)C(=O)C1=O,C18H10N2O4,318.06406,C18H10N2O4,318.06406,319.07186,317.05626,,C05606,8049-97-6,,HMDB04068,6325610,57309753,
2,D,10,DOPAMINE,C1=CC(=C(C=C1CCN)O)O,C8H11NO2,189.05566,C8H11NO2,153.07898,154.08678,152.07118,,C03758,62-31-7,18243,HMDB00073,681,6517,
2,D,11,PUTRESCINE,C(CCN)CN,C4H12N2,88.10005,C4H12N2,88.10005,89.10785,87.09225,,C00134,110-60-1,17148,HMDB01414,1045,3434,3226
2,D,12,L-LYSINE,C(CCN)CC(C(=O)O)N,C6H14N2O2,182.08221,C6H14N2O2,146.10553,147.11333,145.09773,,C00047,657-27-2,53633,,5962,3349,
2,E,1,CYTIDINE 5'-DIPHOSPHOCHOLINE,C[N+](C)(CCOP([O-])(OP(O)(OCC1C(O)C(O)C(N2C=CC(N)=NC2=O)O1)=O)=O)C,C14H26N4O11P2,532.09476,C14H26N4O11P2,489.11459,490.12239,488.10679,,C00307,33818-15-4,16436,,13804,3601,
2,E,2,"1,3-DIAMINOPROPANE",C(CN)CN,C3H10N2,74.0844,C3H10N2,74.08440,75.09220,73.07660,,C00986,109-76-2,15725,HMDB00002,428,4233,3216
2,E,3,O-PHOSPHO-L-SERINE,O=P(O)(O)OCC(C(=O)O)N,C3H8NO6P,185.00893,C3H8NO6P,185.00893,186.01673,184.00113,,CA1388,407-41-0,15811,HMDB00272,68841,4251,297
2,E,4,1-AMINOCYCLOPROPANE-1-CARBOXYLATE,C1CC1(C(=O)O)N,C4H7NO2,101.04768,C4H7NO2,101.04768,102.05548,100.03988,,C01234,22059-21-8,18053,,535,4455,6029
2,E,5,5-HYDROXYMETHYLURACIL,C1=C(C(=O)NC(=O)N1)CO,C5H6N2O3,142.03784,C5H6N2O3,142.03784,143.04564,141.03004,,C03088,4433-40-3,16964,HMDB00469,78168,5986,5456
2,E,6,L-CYSTATHIONINE,C(CSCC(C(=O)O)N)C(C(=O)O)N,C7H14N2O4S,222.06743,C7H14N2O4S,222.06743,223.07523,221.05963,,C00542,56-88-2,17482,HMDB00099,439258,5347,39
2,E,7,L-NORVALINE,O=C(O)C(N)CCC,C5H11NO2,117.07898,C5H11NO2,117.07898,118.08678,116.07118,,CA1395,6600-40-4,18314,,65098,4949,
2,E,8,3-HYDROXY-3-METHYLGLUTARATE,CC(CC(=O)O)(CC(=O)O)O,C6H10O5,162.05283,C6H10O5,162.05283,163.06063,161.04503,,C03761,503-49-1,16831,HMDB00355,1662,6518,3793
2,E,9,PHOSPHONOACETATE,C(C(=O)O)P(=O)(O)O,C2H5O5P,139.98746,C2H5O5P,139.98746,140.99526,138.97966,,C05682,4408-78-0,15732,HMDB04110,546,7989,63576
2,E,10,PICOLINIC ACID,O=C(O)c1ncccc1,C6H5NO2,123.03203,C6H5NO2,123.03203,124.03983,122.02423,,C10164,98-98-6,28747,HMDB02243,1018,12350,
2,E,11,ETHANOLAMINE,C(CO)N,C2H7NO,61.05276,C2H7NO,61.05276,62.06056,60.04496,,C00189,141-43-5,16000,HMDB00149,700,3489,3207
2,E,12,L-ARGININE,O=C(O)[C@@H](N)CCC/N=C(\N)N,C6H14N4O2,210.08835,C6H14N4O2,174.11168,175.11948,173.10388,,C00062,1119-34-2,16467,HMDB00517,6322,3362,5502
2,F,1,4-HYDROXY-L-PROLINE,O=C(O)[C@H]1NC[C@H](O)C1,C5H9NO3,131.05824,C5H9NO3,131.05824,132.06604,130.05044,,C01157,51-35-4,18240,HMDB06055,69248,4385,
2,F,2,6-DEOXY-L-GALACTOSE,CC1C(C(C(C(O1)O)O)O)O,C6H12O5,164.06848,C6H12O5,164.06848,165.07628,163.06068,,C00382,2438-80-4,2181,HMDB00174,17106,4264,268
2,F,3,HOMOCYSTINE,C(CSSCCC(C(=O)O)N)C(C(=O)O)N,C8H16N2O4S2,268.05515,C8H16N2O4S2,268.05515,269.06295,267.04735,,C01817,462-10-2,17485,HMDB00575,10010,4941,5557
2,F,4,N-METHYL-L-GLUTAMATE,O=C(O)CC[C@H](NC)C(=O)O,C6H11NO4,161.06881,C6H11NO4,161.06881,162.07661,160.06101,,C01046,6753-62-4,16440,,439377,4288,44791
2,F,5,D-ORNITHINE,C(CC(C(=O)O)N)CN,C5H12N2O2,168.06656,C5H12N2O2,132.08987,133.09767,131.08207,,C00515,16682-12-5,16176,,71082,3798,
2,F,6,XANTHOSINE,O=C3Nc1c(ncn1C2OC(C(O)C2O)CO)C(=O)N3,C10H12N4O6,284.07569,C10H12N4O6,284.07569,285.08349,283.06789,,C01762,146-80-5,18107,HMDB00299,64959,4895,3408
2,F,7,3-METHYLCROTONYL-COA,CC(=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)C,C26H42N7O17P3S,849.15708,C26H42N7O17P3S,849.15708,850.16488,848.14928,,C03069,1757611,15486,HMDB01493,439869,5969,6277
2,F,8,THYROTROPIN RELEASING HORMONE,O=C([C@H]1N(CCC1)C([C@H](Cc2[nH]cnc2)NC([C@H]3NC(CC3)=O)=O)=O)N,C16H22N6O4,362.17025,C16H22N6O4,362.17025,363.17805,361.16245,,C03958,24305-27-9,35940,HMDB05763,638678,6679,44807
2,F,9,3'-CMP,O=C1/N=C(/N)\C=C/N1[C@@H]2O[C@@H]([C@@H](OP(=O)(O)O)[C@H]2O)CO ,C9H14N3O8P,323.05186,C9H14N3O8P,323.05186,324.05966,322.04406,,C05822,63-37-6,53013,HMDB00095,6131,8117,5143
2,F,10,N-METHYL-D-ASPARTIC ACID,CNC(CC(=O)O)C(=O)O,C5H9NO4,147.05316,C5H9NO4,147.05316,148.06096,146.04536,,C12269,6384-92-5,31882,HMDB02393,22880,14414,6662
2,F,11,GALACTARATE,C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O,C6H10O8,210.03757,C6H10O8,210.03757,211.04537,209.02977,,C01807,526-99-8,30852,HMDB00639,3037582,4135,5612
2,F,12,L-HISTIDINE,C1=C(NC=N1)CC(C(=O)O)N,C6H9N3O2,208.0489,C6H9N3O2,155.06947,156.07727,154.06167,,C00135,5934-29-2,15971,,6274,3435,
2,G,1,NICOTINIC ACID ADENINE DINUCLEOTIDE PHOSPHATE,O=P([O-])(OP(O)(OCC1C(O)C(OP(O)(O)=O)C(N2C=NC3=C2N=CN=C3N)O1)=O)OCC(O4)C(O)C(O)C4[N+]5=CC=CC(C(O)=O)=C5,C21H27N6O18P3,766.04142,C21H28N6O18P3,745.06677,746.07457,744.05897,,C13051,5502-96-5,76072,,123953,583440,4235
2,G,2,N-ALPHA-ACETYL-L-ASPARAGINE,O=C(N[C@H](C(=O)O)CC(=O)N)C,C6H10N2O4,174.06406,C6H10N2O4,174.06406,175.07186,173.05626,,CA1214,4033-40-3,,HMDB06028,99715,,
2,G,3,L-PIPECOLIC ACID,C1CCNC(C1)C(=O)O,C6H11NO2,129.07898,C6H11NO2,129.07898,130.08678,128.07118,,C00408,3105-95-1,30913,HMDB00716,439227,3698,5684
2,G,4,D-GLUCOSE 6-PHOSPHATE,C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O,C6H13O9P,297.98561,C6H13O9P,260.02972,261.03752,259.02192,,C00092,103192-55-8,4170,,5958,3392,
2,G,5,BETA-NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE,O=P([O-])(OP(O)(OCC1C(O)C(OP(O)(O)=O)C(N2C=NC3=C2N=CN=C3N)O1)=O)OCC(O4)C(O)C(O)C4[N+]5=CC=CC(C(N)=O)=C5,C21H28N7O17P3,784.0758,C21H28N7O17P3,743.07545,744.08325,742.06765,,C00006,698999-85-8,18009,,5886,3308,
2,G,6,CARBAMOYL PHOSPHATE,C(=O)(N)OP(=O)(O)O,CH4NO5P,184.9466,CH4NO5P,140.98271,141.99051,139.97491,,C00169,72461-86-0,17672,,278,3469,
2,G,7,ISOPENTENYL PYROPHOSPHATE,CC(=C)CCOP(=O)(O)OP(=O)(O)O,C5H12O7P2,297.08547,C5H21N3O7P2,297.08547,298.09327,296.07767,,C00129,116057-53-5,16584,,1195,3429,
2,G,8,GUANOSINE 5'-TRIPHOSPHATE,O=P(O)(O)OP(=O)(O)OP(=O)(O)OCC3OC(n1cnc2c1NC(=N/C2=O)\N)C(O)C3O,C10H16N5O14P3,561.97535,C10H16N5O14P3,522.99067,523.99847,521.98287,,C00044,36051-31-7,15996,,6830,3346,
2,G,9,THYMIDINE-5'-DIPHOSPHO-ALPHA-D-GLUCOSE,O=C1\C(=C/N(C(=O)N1)[C@@H]2O[C@@H]([C@@H](O)C2)COP(=O)(O)OP(=O)(O)OC3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO)C,C16H26N2O16P2,610.0553,C16H26N2O16P2,564.07576,565.08356,563.06796,,C00842,148296-43-9,15700,,443210,4099,
2,G,10,AGMATINE SULFATE,C(CCN=C(N)N)CN,C5H14N4,228.08923,C5H14N4,130.12180,131.12960,129.11400,,C00179,2482-00-0,17431,,199,3479,
2,G,11,GLYCOLALDEHYDE DIMER,C(C=O)O,C2H4O2,120.04226,C4H8O4,120.04226,121.05006,119.03446,,C00266,23147-58-2,17071,,756,3564,
2,G,12,2'-DEOXYGUANOSINE 5'-TRIPHOSPHATE,C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,C10H16N5O13P3,546.98826,C10H16N5O13P3,506.99575,508.00355,505.98795,,C00286,93919-41-6,16497,,65103,3581,
2,H,1,N-ACETYLGLYCINE ,O=C(NCC(=O)O)C,C4H7NO3,117.04259,C4H7NO3,117.04259,118.05039,116.03479,,CA1212,543-24-8,40410,HMDB00532,10972,,5517
2,H,2,N-ACETYL-L-ASPARTIC ACID,O=C(N[C@H](C(=O)O)CC(=O)O)C,C6H9NO5,175.04807,C6H9NO5,175.04807,176.05587,174.04027,,CA1200,997-55-7,21547,HMDB00812,65065,,5776
2,H,3,INOSINE 5'-DIPHOSPHATE,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O,C10H14N4O11P2,493.95927,C10H14N4O11P2,428.01344,429.02124,427.00564,,C00104,81012-88-6,17808,,6831,3404,
2,H,4,2'-DEOXYADENOSINE 5'-DIPHOSPHATE,C1=NC3=C([N]1C2OC(CO[P](O[P](=O)(O)O)(=O)O)C(C2)O)N=CN=C3N,C10H15N5O9P2,434.02428,C10H15N5O9P2,411.03451,412.04231,410.02671,,C00206,72003-83-9,16174,,188966,3506,
2,H,5,2'-DEOXYGUANOSINE 5'-MONOPHOSPHATE,C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)(O)O)O,C10H14N5O7P,387.0556,C10H14N5O7P,347.06309,348.07089,346.05529,,C00362,NA,16192,,65059,3653,
2,H,6,NICOTINAMIDE HYPOXANTHINE DINUCLEOTIDE,O=P([O-])(OP(O)(OCC1C(O)C(O)C(N2C=NC3=C2NC=NC3=O)O1)=O)OCC(O4)C(O)C(O)C4[N+]5=CC=CC(C(N)=O)=C5,C21H26N6O15P2,688.09074,C21H27N6O15P2,665.10040,666.10820,664.09260,,C04423,104809-38-3,,,440334,7055,
2,H,7,S-(5'-ADENOSYL)-L-METHIONINE,C[S+](CC1C(O)C(O)C(N2C=NC3=C2N=CN=C3N)O1)CCC(N)C([O-])=O,C15H22N6O5S,570.15665,C22H30N6O8S2,570.15665,571.16445,569.14885,,C00019,17176-17-9,15414,,34755,3321,
2,H,8,6-PHOSPHOGLUCONIC ACID,C(C(C(C(C(C(=O)O)O)O)O)O)OP(=O)(O)O,C6H13O10P,344.99395,C6H13O10P,276.02464,277.03244,275.01684,,C00345,53411-70-4,48928,,91493,3638,
2,H,9,ALPHA-HYDROXYISOBUTYRIC ACID,O=C(O)C(O)(C)C,C4H8O3,104.04735,C4H8O3,104.04735,105.05515,103.03955,,CA1070,594-61-6,50129,HMDB00729,11671,,3750
2,H,10,L-CYSTEIC ACID,C(C(C(=O)O)N)S(=O)(=O)O,C3H7NO5S,187.01506,C3H9NO6S,187.01506,188.02286,186.00726,,C00506,23537-25-9,17285,,72886,3789,
2,H,11,ADENOSINE 5'-MONOPHOSPHATE,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)O)O,C10H14N5O7P,391.02698,C10H14N5O7P,347.06309,348.07089,346.05529,,C00020,4578-31-8,16027,,6083,3322,72164
2,H,12,D-GLUCONATE,C(O)C(O)C(O)C(O)C(O)C(O)=O,C6H12O7,218.04025,C6H10O6,178.04774,179.05554,177.03994,,C00257,527-07-1,33198,,10690,3556,
3,A,1,PUTRESCINE,C(CCN)CN,C4H12N2,160.0534,C4H12N2,88.10005,89.10785,87.09225,,C00134,333-93-7,17148,,1045,3434,
3,A,2,DEOXYCARNITINE,C[N+](C)(C)CCCC([O-])=O,C7H15NO2,181.08696,C7H15NO2,145.11028,146.11808,144.10248,,C05543,6249-56-5,,,725,,
3,A,3,"ADENOSINE 2',3'-CYCLIC MONOPHOSPHATE",O=P3(OC4C(OC(n1c2ncnc(N)c2nc1)C4O3)CO)O,C10H12N5O6P,351.03447,C10H13N5O4,267.09676,268.10456,266.08896,,CA1486,37063-35-7,,,101812,,
3,A,4,MEVALOLACTONE,O=C(O)CC(O)(C)CCO,C6H12O4,130.063,C6H10O3,130.06300,131.07080,129.05520,,CA1383,674-26-0,,,10428,,
3,A,5,URIDINE 5'-DIPHOSPHOGLUCOSE,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CO)O)O)O)O)O,C15H24N2O17P2,610.01891,C15H24N2O17P2,566.05503,567.06283,565.04723,,C00029,28053-08-9,18066,,8629,3331,
3,A,6,"GAMMA,GAMMA-DIMETHYLALLYL PYROPHOSPHATE",CC(CCOP(O)(OP(O)(O)=O)=O)=C,C5H12O7P2,297.08548,C5H21N3O7P2,297.08548,298.09328,296.07768,,CA1399,1186-30-7,,,1195,,
3,A,7,2'-DEOXYURIDINE 5'-TRIPHOSPHATE,C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O,C9H15N2O14P3,489.95557,C9H15N2O14P3,467.97362,468.98142,466.96582,,C00460,102814-08-4,17625,,65070,3744,
3,A,8,PHOSPHOCHOLINE,C[N+](C)(CCOP(O)([O-])=O)C,C5H14NO4P,329.03193,C5H14NO4P,183.06604,184.07384,182.05824,,C00588,72556-74-2,18132,,1014,3867,
3,A,9,URIDINE 5'-TRIPHOSPHATE,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C9H15N2O15P3,567.92494,C9H15N2O15P3,483.96854,484.97634,482.96074,,C00075,19817-92-6,15713,,337,3375,
3,A,10,6-HYDROXYDOPAMINE,Oc1cc(c(O)cc1O)CCN,C8H11NO3,205.05057,C8H11NO3,169.07390,170.08170,168.06610,,CA1404,28094-15-7,,,4624,,
3,A,11,THIAMINE,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,C12H17N4OS,301.08899,C12H17N4OS,265.11231,266.12011,264.10451,1,C00378,67-03-8,18385,,1130,3668,
3,A,12,2'-DEOXYGUANOSINE 5'-DIPHOSPHATE,C1[C@@H]([C@@H](COP(=O)(O)OP(=O)(O)O)O[C@H]1n1cnc2c1[nH]c(=N)nc2O)O,C10H15N5O10P2,449.01137,C10H15N5O10P2,427.02941,428.03721,426.02161,,C00361,102783-74-4,28862,,439220,3652,
3,B,1,5-METHYLCYTOSINE HYDROCLORIDE,CC1=C(NC(=O)N=C1)N,C5H7N3O,161.03559,C5H7N3O,125.05891,126.06671,124.05111,,C02376,58366-64-6,,,65040,5418,
3,B,2,D-GLYCERIC ACID,C(C(C(=O)O)O)O,C3H6O4,286.02129,C3H6O4,106.02661,107.03441,105.01881,,C00258,14028-62-7,32398,,439194,3557,
3,B,3,"CYTIDINE 2',3'-CYCLIC MONO-PHOS-PHATE",O=P2(O[C@@H]3[C@H](O[C@@H](N1/C=C\C(=N/C1=O)\N)[C@@H]3O2)CO)O,C9H12N3O7P,327.02323,C9H12N3O7P,305.04129,306.04909,304.03349,,C02354,15718-51-1,,HMDB11691,53481030,5401,
3,B,4,"NEPSILON,NEPSILON,NEPSILON-TRIMETHYLLYSINE",C[N+](C)(C)CCCCC(C(=O)[O-])N,C9H20N2O2,223.12133,C9H20N2O2,188.15248,189.16028,187.14468,,C03793,55528-53-5,17311,,440120,6542,
3,B,5,PHOSPHO(ENOL)PYRUVIC ACID,C=C(C(=O)O)OP(=O)(O)O,C3H5O6P,251.93878,C3H5O6P,167.98238,168.99018,166.97458,,C00074,5541-93-5,18021,,1005,3374,
3,B,6,GUANOSINE 5'-DIPHOSPHOGLUCOSE,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)NC(=NC2=O)N,C16H25N5O16P2,628.06692,C10H15N5O11P2,443.02432,444.03212,442.01652,,C00394,103301-72-0,17383,,46173703,3684,
3,B,7,ALPHA-D-GALACTOSE 1-PHOSPHATE,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O)O,C6H13O9P,425.99431,C6H13O9P,260.02971,261.03751,259.02191,,C00446,19046-60-7,17973,,123912,3734,
3,B,8,PYRIDOXAL 5'-PHOSPHATE,CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O,C8H10NO6P,265.03514,C8H12NO7P,265.03514,266.04294,264.02734,,C00018,853645-22-4,18405,,1051,3320,
3,B,9,DIHYDROXYACETONE PHOSPHATE,C(C(=O)COP(=O)(O)O)O,C3H7O6P,182.01439,C3H5Li2O6P,182.01439,183.02219,181.00659,,C00111,102783-56-2,16108,,668,3411,
3,B,10,PHOSPHO(ENOL)PYRUVIC ACID,C=C(C(=O)O)OP(=O)(O)O,C3H5O6P,205.93826,C3H5O6P,167.98238,168.99018,166.97458,,C00074,4265-07-0,18021,,1005,3374,
3,B,11,D-MANNOSE 6-PHOSPHATE,C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O,C6H13O9P,413.92987,C6H13O9P,260.02972,261.03752,259.02192,,C00275,104872-94-8,17369,,65127,3572,
3,B,12,D-(-)-3-PHOSPHOGLYCERIC ACID,C(C(C(=O)O)O)OP(=O)(O)O,C3H7O7P,229.95683,C3H7O7P,185.99294,187.00074,184.98514,,C00597,80731-10-8,17050,,724,3874,
3,C,1,L-CARNITINE,[O-]C(=O)C[C@H](O)C[N+](C)(C)C,C7H15NO3,197.08187,C7H15NO3,161.10519,162.11299,160.09739,,C00318,6645-46-1,16347,,10917,3612,34532
3,C,2,2-AMINOETHYL DIHYDROGEN PHOSPHATE,O=P(O)(O)OCCN,C2H8NO4P,141.0191,C2H8NO4P,141.01910,142.02690,140.01130,,CA1062,1071-23-4 ,,,1015,,54
3,C,3,O-ACETYL-L-SERINE,O=C(OC[C@H](N)C(=O)O)C,C5H9NO4,183.02984,C5H9NO4,147.05316,148.06096,146.04536,,C00979,66638-22-0,17981,,99478,4228,
3,C,4,THYMIDINE 5'-MONOPHOSPHATE,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)O)O,C10H15N2O8P,366.0205,C10H15N2O8P,322.05661,323.06441,321.04881,,C00364,33430-62-5,17013,,9700,3655,
3,C,5,"ADENOSINE 3',5'-CYCLIC MONOPHOSPHATE",C1C2C(C(C(O2)N3C=NC4=C3N=CN=C4N)O)OP(=O)(O1)O,C10H12N5O6P,369.04503,C10H12N5O6P,329.05252,330.06032,328.04472,,C00575,37839-81-9,17489,,6076,3854,
3,C,6,ADENOSINE-5'-DIPHOSPHOGLUCOSE,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@H](n2cnc3c(N)ncnc23)O1)O)O)O)O)O)O,C16H25N5O15P2,633.04613,C10H15N5O10P2,427.02942,428.03722,426.02162,,C00498,102129-65-7,15751,,16500,3781,63203
3,C,7,D-FRUCTOSE 6-PHOSPHATE,C(C(C(C(C(=O)CO)O)O)O)OP(=O)(O)O,C6H13O9P,322.00418,C6H13O9P,260.02972,261.03752,259.02192,,C00085,26177-86-6,15946,,439160,3385,
3,C,8,"ADENOSINE 3',5'-DIPHOSPHATE",C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)O)OP(=O)(O)O)O,C10H15N5O10P2,470.99331,C10H15N5O10P2,427.02942,428.03722,426.02162,,C00054,75431-54-8,17985,,159296,3356,
3,C,9,3-NITRO-L-TYROSINE,O=[N+]([O-])c1cc(ccc1O)C[C@@H](C(=O)O)N ,C9H10N2O5,226.05897,C9H10N2O5,226.05897,227.06677,225.05117,,CA1195,621-44-3,44454,,65124,,6383
3,C,10,OCTOPAMINE,c1cc(ccc1O)[C@@H](O)CN,C8H11NO2,189.05566,C8H11NO2,153.07897,154.08677,152.07117,,C04227,770-05-8,17134,,440266,6898,
3,C,11,NALPHA-ACETYL-L-LYSINE,O=C(N[C@H](C(=O)O)CCCCN)C,C8H16N2O3,188.11609,C8H16N2O3,188.11609,189.12389,187.10829,,CA1219,1946-82-3,35704,HMDB00446,92907,,5435
3,C,12,URIDINE 5'-DIPHOSPHOGALACTOSE,O=C1\C=C/N(C(=O)N1)C2OC(C(O)C2O)COP(=O)(O)OP(=O)(O)OC3OC(C(O)C(O)C3O)CO,C15H24N2O17P2,610.01892,C15H24N2O17P2,566.05503,567.06283,565.04723,,C00052,137868-52-1,18307,,23724458,3354,
3,D,1,SPERMIDINE,C(CCNCCCN)CN,C7H19N3,253.08793,C7H19N3,145.15790,146.16570,144.15010,,C00315,334-50-9,16610,,1102,3609,254
3,D,2,PYRIDOXAMINE,CC1=NC=C(C(=C1O)CN)CO,C8H12N2O2,240.04323,C8H12N2O2,168.08988,169.09768,167.08208,,C00534,524-36-7,16410,,1052,3816,238
3,D,3,5-AMINOLEVULINIC ACID,C(CC(=O)O)C(=O)CN,C5H9NO3,167.03492,C5H9NO3,131.05824,132.06604,130.05044,,C00430,1297222,17549,,137,3719,75
3,D,4,2'-DEOXYURIDINE 5'-MONO-PHOS-PHATE,C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)O)O,C9H13N2O8P,354.0205,C9H13N2O8P,308.04096,309.04876,307.03316,,C00365,42155-08-8,17622,,65063,3656,
3,D,5,ADENOSINE 5'-TRIPHOSPHATE,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C10H16N5O13P3,550.95964,C10H16N5O13P3,506.99575,508.00355,505.98795,,C00002,987-65-5,15422,,5957,3304,
3,D,6,"D-RIBULOSE 1,5-BISPHOSPHATE",C(C(C(C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O,C5H12O11P2,350.98583,C5H12O11P2,309.98548,310.99328,308.97768,,C01182,14689-84-0,17994,HMDB11688,14036595,4409,62426
3,D,7,XANTHOSINE 5'-MONOPHOSPHATE,[C@H]1(O[C@H]([C@@H](O)[C@H]1O)CO[P](=O)(O)O)[N]2C3=C(N=C2)C(=O)NC(=O)N3,C10H13N4O9P,408.00591,C10H13N4O9P,364.04202,365.04982,363.03422,,C00655,25899-70-1,15652,,73323,3925,
3,D,8,FLAVIN ADENINE DINUCLEOTIDE,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C5N=CN=C6N)O)O)O)O)O,C27H33N9O15P2,847.1316,C27H33N9O15P2,785.15714,786.16494,784.14934,,C00016,84366-81-4,16238,,643975,3318,
3,D,9,2'-DEOXYGUANOSINE,C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)CO)O,C10H13N5O4,285.10732,C10H15N5O5,285.10732,286.11512,284.09952,,C00330,961-07-9,17172,HMDB00085,187790,3624,3395
3,D,10,OROTIC ACID,C1=C(NC(=O)NC1=O)C(=O)O,C5H4N2O4,174.02767,C5H6N2O5,174.02767,175.03547,173.01987,,C00295,50887-69-9,16742,,967,3589,
3,D,11,LAUROYLCARNITINE,[O-]C(=O)C[C@@H](OC(=O)CCCCCCCCCCC)C[N+](C)(C)C,C19H37NO4,396.28806,C19H37NO4,343.27225,344.28005,342.26445,,CA1406,1871199,,,168381,,
3,D,12,1-METHYLNICOTINAMIDE,C[N+]1=CC=CC(=C1)C(=O)N,C7H9N2O,172.04034,C7H9N2O,137.07094,138.07874,136.06314,1,C02918,1005-24-9,16797,,457,5841,
