PLATE,NROW,NCOL,CNAME,SMILES,FORMULA,MW (as put into the well),Formula (as seen in MS),Neutral mass,M+H,M-H,CHARGE,PARENT_CID(KEGG),CAS,CHEBI,HMDB,PC_CID,PC_SID,METLIN_ID
6,D,4,"N,N-DIMETHYL-1,4-PHENYLENEDIAMINE",Nc1ccc(cc1)N(C)C,C8H12N2,136.10005,C8H12N2,136.10005,137.10785,135.09225,,C04203,99-98-9,15783,,7472,6876,66134
6,D,5,HOMOGENTISATE,C1=CC(=C(C=C1O)CC(=O)O)O,C8H8O4,168.04226,C8H8O4,168.04226,169.05006,167.03446,,C00544,451-13-8,44747,HMDB00130,780,3825,331
6,D,6,INDOLE-3-ACETALDEHYDE,C1=CC=C2C(=C1)C(=CN2)CC=O,C10H9NO,264.03065,C10H9NO,159.06841,160.07621,158.06061,,C00637,20095-27-6,18086,,800,3910,
6,D,7,4-HYDROXY-3-METHOXYPHENYLGLYCOL,Oc1ccc(cc1OC)C(O)CO,C9H12O4,454.23152,C22H34N2O8,454.23152,455.23932,453.22372,,CA1410,67423-45-4,,,10805,,
6,D,8,3-HYDROXYPHENYLACETATE,C1=CC(=CC(=C1)O)CC(=O)O,C8H8O3,152.04735,C8H8O3,152.04735,153.05515,151.03955,,C05593,621-37-4,17445,HMDB00440,12122,7917,5429
6,D,9,4-METHYLCATECHOL,CC1=CC(=C(C=C1)O)O,C7H8O2,124.05243,C7H8O2,124.05243,125.06023,123.04463,,C06730,452-86-8,17254,HMDB00873,9958,8952,5834
6,D,10,PYRIDOXAL,CC1=NC=C(C(=C1O)C=O)CO,C8H9NO3,203.03492,C8H9NO3,167.05824,168.06604,166.05044,,C00250,65-22-5,17310,,1050,3549,6278
6,D,11,SALICYLATE,c1cc(c(cc1)O)C(=O)O,C7H6O3,138.0317,C7H6O3,138.03170,139.03950,137.02390,,C00805,69-72-7,16914,HMDB01895,338,4063,616
6,D,12,3-METHYLBUTANOL,OCCC(C)C,C5H12O,88.08882,C5H12O,88.08882,89.09662,87.08102,,C07328,123-51-3,15837,HMDB06007,31260,9536,
6,E,1,3-METHYL-2-OXINDOLE,O=C2Nc1ccccc1C2C,C9H9NO,147.06841,C9H9NO,147.06841,148.07621,146.06061,,CA1325,1504-06-9,,,150923,,
6,E,2,3-METHYLADENINE,NC=1/N=C\N(C)C\2=N\C=N/C=1/2,C6H7N5,149.07015,C6H7N5,149.07015,150.07795,148.06235,,C00913,5142-23-4,38635,HMDB11600,1673,4168,62375
6,E,3,3-(4-HYDROXYPHENYL)LACTATE,C1=CC(=CC=C1CC(C(=O)O)O)O,C9H10O4,182.05791,C9H10O4,182.05791,183.06571,181.05011,,C03672,6482-98-0,17385,,9378,6448,
6,E,4,BIOTIN,C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2,C10H16N2O3S,244.08817,C10H16N2O3S,244.08817,245.09597,243.08037,,C00120,58-85-5,15956,HMDB00030,171548,3420,243
6,E,5,MERCAPTOPYRUVATE,C(C(=O)C(=O)O)S,C3H4O3S,141.97006,C3H4O3S,119.98812,120.99592,118.98032,,C00957,10255-67-1,16208,,98,4208,4200
6,E,6,PYRUVIC ALDEHYDE,CC(=O)C=O,C3H4O2,72.02113,C3H4O2,72.02113,73.02893,71.01333,,C00546,78-98-8,17158,HMDB01167,880,3827,6049
6,E,7,PYRROLE-2-CARBOXYLATE,O=C(O)C1=CC=CN1,C5H5NO2,110.0242,C5H4NO2,110.02420,111.03200,109.01640,,C05942,634-97-9,36751,HMDB04230,12473,8227,3787
6,E,8,5-HYDROXYINDOLEACETATE,C1=CC2=C(C=C1O)C(=CN2)CC(=O)O,C10H9NO3,191.05824,C10H9NO3,191.05824,192.06604,190.05044,,C05635,54-16-0,27823,HMDB00763,1826,7946,2975
6,E,9,PHENYLACETIC ACID,C1=CC=C(C=C1)CC(=O)O,C8H8O2,136.05243,C8H8O2,136.05243,137.06023,135.04463,,C07086,103-82-2,30745,HMDB00209,999,9297,129
6,E,10,RESORCINOL MONOACETATE,O=C(Oc1cccc(O)c1)C,C8H8O3,152.04735,C8H8O3,152.04735,153.05515,151.03955,,C12064,102-29-4,,,5055,14217,69284
6,E,11,ACETOACETATE,CC(=O)CC(=O)O,C4H6O3,108.03987,C4H6O3,102.03169,103.03949,101.02389,,C00164,578486,13705,,96,3464,
6,E,12,ACETYL PHOSPHATE,CC(=O)OP(=O)(O)O,C2H5O5P,183.95152,C2H5O5P,139.98750,140.99530,138.97970,,C00227,94249-01-1,15350,,186,3527,
6,F,1,ETHYL 3-INDOLEACETATE,O=C(Cc1c[nH]c2c1cccc2)OCC,C12H13NO2,203.09463,C12H13NO2,203.09463,204.10243,202.08683,,CA1213,778-82-5,,,13067,,
6,F,2,DEHYDROASCORBATE,C(C(C1C(=O)C(=O)C(=O)O1)O)O,C6H6O6,174.01644,C6H6O6,174.01644,175.02424,173.00864,,C00425,490-83-5,17242,HMDB01264,440667,7786,342
,,,NOTE GAP: SUGARS BELOW TO END OF PLATE,,,,,,,,,,,,,,,
6,F,6,D-FRUCTOSE,OCC(=O)[C@@H](O)[C@@H](O)[C@@H](O)CO,C6H12O6,180.06339,C6H12O6,180.06339,181.07119,179.05559,,C01496,57-48-7,15824,,439163,3395,
6,F,7,L-SORBOSE,O=C(C(O)C(O)C(O)CO)CO,C6H12O6,180.06339,C6H12O6,180.06339,181.07119,179.05559,,C01452,87-79-6,48649,HMDB01266,439192,3546,3317
6,F,8,XYLITOL,C(C(C(C(CO)O)O)O)O,C5H12O5,152.06848,C5H12O5,152.06848,153.07628,151.06068,,C00379,87-99-0,17151,HMDB02917,6912,3669,3274
6,F,9,RIBITOL,C(C(C(C(CO)O)O)O)O,C5H12O5,152.06848,C5H12O5,152.06848,153.07628,151.06068,,C00474,488-81-3,15963,HMDB00508,6912,3757,316
6,F,10,MYO-INOSITOL,C1(C(C(C(C(C1O)O)O)O)O)O,C6H12O6,180.06339,C6H12O6,180.06339,181.07119,179.05559,,C00137,87-89-8,17268,HMDB00211,892,3437,5221
6,F,11,MANNOSE,C(C1OC(C(C(C1O)O)O)O)O,C6H12O6,180.06339,C6H12O6,180.06339,181.07119,179.05559,,C00159,3458-28-4,4208,HMDB00169,18950,3459,136
6,F,12,ARABINOSE,C1C(C(C(C(O1)O)O)O)O,C5H10O5,150.05283,C5H10O5,150.05283,151.06063,149.04503,,C00259,147-81-9,17535,HMDB00646,439195,3558,63111
6,G,1,D-XYLOSE,O=C[C@H](O)[C@@H](O)[C@H](O)CO,C5H10O5,150.05283,C5H10O5,150.05283,151.06063,149.04503,,C01394,58-86-6,15936,HMDB00098,135191,3481,
6,G,2,SUCROSE,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,C12H22O11,342.11622,C12H22O11,342.11622,343.12402,341.10842,,C00089,57-50-1,17992,HMDB00258,5988,3389,137
6,G,3,D-GALACTOSE,C(C1C(C(C(C(O1)O)O)O)O)O,C6H12O6,180.06339,C6H12O6,180.06339,181.07119,179.05559,,C01582,59-23-4,4139,HMDB00143,6036,3424,134
6,G,4,ALPHA-D-GLUCOSE,O[C@H]1[C@H](O)[C@H](O[C@H](O)[C@@H]1O)CO,C6H12O6,180.06339,C6H12O6,180.06339,181.07119,179.05559,,C00293,492-62-6,17925,HMDB03345,79025,3565,6897
6,G,5,ALLOSE,C(C1C(C(C(C(O1)O)O)O)O)O,C6H12O6,180.06339,C6H12O6,180.06339,181.07119,179.05559,,C01487,2595-97-3,4093,HMDB01151,439507,4657,
6,G,6,MANNITOL,C(C(C(C(C(CO)O)O)O)O)O,C6H14O6,182.07904,C6H14O6,182.07904,183.08684,181.07124,,C00392,69-65-8,16899,HMDB00765,6251,3682,142
6,G,7,MELIBIOSE,[C@H]1([C@H]([C@H](O[C@@H]([C@@H]1O)CO)OC[C@H]2OC([C@@H]([C@H]([C@@H]2O)O)O)O)O)O,C12H22O11,342.11622,C12H22O11,342.11622,343.12402,341.10842,,C05402,585-99-9,28053,HMDB00048,440658,7769,3478
6,G,8,D-SORBITOL,C(C(C(C(C(CO)O)O)O)O)O,C6H14O6,180.06339,C6H12O6,180.06339,181.07119,179.05559,,C00749,50-70-4,17924,HMDB00247,5780,4052,143
6,G,9,MALTOSE,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,C12H22O11,342.11622,C12H22O11,342.11622,343.12402,341.10842,,C00208,69-79-4,17306,HMDB00163,439186,3508,413
6,G,10,D-TAGATOSE,O[C@@H]1[C@@](O)(OC[C@@H](O)[C@@H]1O)CO,C6H12O6,180.06339,C6H12O6,180.06339,181.07119,179.05559,,C00795,87-81-0,4249,HMDB03418,439312,4053,58151
6,G,11,D-GULONIC ACID GAMA-LACTONE,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,C6H12O7,178.04774,C6H10O6,178.04774,179.05554,177.03994,,C00800,1615286,13115,,6857417,4058,
6,G,12,D-(-)-ARABINOSE,O=C[C@@H](O)[C@H](O)[C@H](O)CO,C5H10O5,150.05282,C5H10O5,150.05282,151.06062,149.04502,,CA1283,10323-20-3,,,66308,,
6,H,1,D-(+)-CELLOBIOSE,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,C12H22O11,342.11622,C12H22O11,342.11622,343.12402,341.10842,,C00185,528-50-7,17057,HMDB00055,439178,3485,5118
6,H,2,D-PSICOSE,O[C@H]1C(O)(OC[C@@H](O)[C@H]1O)CO,C6H12O6,180.06339,C6H12O6,180.06339,181.07119,179.05559,,C06468,551-68-8,27605,,441036,8700,
6,H,3,L-ARABITOL,C(C(C(C(CO)O)O)O)O,C5H12O5,152.06848,C5H12O5,152.06848,153.07628,151.06068,,CA1387,7643-75-6,18403,HMDB01851,439255,3814,141
6,H,4,D-LYXOSE,O=C[C@@H](O)[C@@H](O)[C@H](O)CO,C5H10O5,150.05282,C5H10O5,150.05282,151.06062,149.04502,,C00476,1114-34-7,16789,,439240,3759,4177
6,H,5,D-RIBOSE,O=C[C@H](O)[C@H](O)[C@H](O)CO,C5H10O5,150.05283,C5H10O5,150.05283,151.06063,149.04503,,C08353,50-69-1,47013,HMDB00283,5779,3421,313
6,H,6,PALATINOSE,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](OC[C@@H]2[C@H]([C@@H](C(CO)(O)O2)O)O)O1)O)O)O)O,C12H22O11,342.11621,C12H22O11,342.11621,343.12401,341.10841,,C01742,343336-76-5,18394,,439559,4876,
7,A,1,VITAMIN D2,CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,C28H44O,396.33922,C28H44O,396.33922,397.34702,395.33142,,C05441,50-14-6,28934,HMDB00900,5280793,7803,5856
7,A,2,SQUALENE,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC=C(C)C,C30H50,410.39125,C30H50,410.39125,411.39905,409.38345,,C00751,111-02-4,15440,HMDB00256,11975273,4013,197
7,A,3,4-COUMARATE,C1=CC(=CC=C1C=CC(=O)O)O,C9H8O3,164.04735,C9H8O3,164.04735,165.05515,163.03955,,C00811,501-98-4,32374,HMDB02035,637542,4069,6450
7,A,4,NONANOATE,CCCCCCCCC(=O)O,C9H18O2,158.13068,C9H18O2,158.13068,159.13848,157.12288,,C01601,112-05-0,29019,HMDB00847,8158,4755,5810
7,A,5,CHENODEOXYCHOLATE,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,C24H40O4,392.29266,C24H40O4,392.29266,393.30046,391.28486,,C02528,474-25-9,16755,HMDB00518,10133,5536,207
7,A,6,CAPRYLIC ACID,CCCCCCCC(=O)O,C8H16O2,144.11503,C8H16O2,144.11503,145.12283,143.10723,,C06423,124-07-2,28837,HMDB00482,379,8658,5469
7,A,7,CHOLESTERYL ACETATE,O=C(OC4CCC3(\C(=C/CC2C1C(C(C(C)CCCC(C)C)CC1)(C)CCC23)C4)C)C,C29H48O2,428.36543,C29H48O2,428.36543,429.37323,427.35763,,CA1190,604-35-3,,HMDB03822,6427285,,
7,A,8,PETROSELINIC ACID,O=C(O)CCCC\C=C/CCCCCCCCCCC,C18H34O2,282.25588,C18H34O2,282.25588,283.26368,281.24808,,C08363,593-39-5,28194,HMDB02080,5461010,10559,6476
7,A,9,"1,2-DIPALMITOYL-SN-GLYCEROL",O=C(O[C@H](COC(=O)CCCCCCCCCCCCCCC)CO)CCCCCCCCCCCCCCC,C35H68O5,568.50668,C35H68O5,568.50668,569.51448,567.49888,,CA1156,30334-71-5,,,644078,,
7,A,10,"3ALPHA,12ALPHA-DIHYDROXY-5BETA-CHOLANATE",CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,C24H40O4,392.29266,C24H40O4,392.29266,393.30046,391.28486,,C04483,83-44-3,28834,HMDB00626,222528,7102,265
7,A,11,3ALPHA-HYDROXY-5BETA-CHOLANATE,CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,C24H40O3,376.29775,C24H40O3,376.29775,377.30555,375.28995,,C03990,434-13-9,16325,HMDB00761,11740284,6705,209
7,A,12,PROTOPORPHYRIN,CC1=C(C2=CC3=C(C(=C(N3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1N2)C)CCC(=O)O)CCC(=O)O)C)C=C)C)C=C,C34H34N4O4,562.25801,C34H34N4O4,562.25801,563.26581,561.25021,,C02191,553-12-8,15430,HMDB00241,4971,5261,4158
7,B,1,HEPTANOIC ACID,O=C(O)CCCCCC,C7H14O2,130.09938,C7H14O2,130.09938,131.10718,129.09158,,CA1393,111-14-8,45571,HMDB00666,8094,,5636
7,B,2,RETINOL,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C,C20H30O,286.22967,C20H30O,286.22967,287.23747,285.22187,,C00473,11103-57-4,17336,HMDB00305,445354,3756,
7,B,3,MENAQUINONE,C/C(C)=C\CCC(\C)=C\CCC(\C)=C\CCC(\C)=C\CC2=C(C)C(=O)c1ccccc1C2=O,C31H40O2,444.30283,C31H40O2,444.30283,445.31063,443.29503,,C00828,11032-49-8,,,5280374,4086,3910
7,B,4,ELAIDIC ACID,CCCCCCCCC=CCCCCCCCC(=O)O,C18H34O2,282.25588,C18H34O2,282.25588,283.26368,281.24808,,C01712,112-79-8,27997,HMDB00573,445639,4850,3406
7,B,5,ESTRADIOL-17ALPHA,[C@@H]12CCC4=C([C@H]1CC[C@@]3([C@@H](CC[C@@H]23)O)C)C=CC(=C4)O,C18H24O2,272.17763,C18H24O2,272.17763,273.18543,271.16983,,C02537,57-91-0,17160,HMDB00429,68570,5544,5418
7,B,6,MYRISTIC ACID,CCCCCCCCCCCCCC(=O)O,C14H28O2,228.20893,C14H28O2,228.20893,229.21673,227.20113,,C06424,544-63-8,28875,HMDB00806,11005,8659,196
7,B,7,CHOLESTERYL OLEATE,O=C(O[C@@H]4C/C3=C/C[C@@H]1[C@H](CC[C@]2([C@H]1CC[C@@H]2[C@H](C)CCCC(C)C)C)[C@@]3(C)CC4)CCCCCCC\C=C/CCCCCCCC,C45H78O2,650.60018,C45H78O2,650.60018,651.60798,649.59238,,C14641,303-43-5,46898,HMDB00918,5283632,17395641,5872
7,B,8,ROSMARINIC ACID,O=C(O)[C@H](OC(=O)\C=C\c1ccc(O)c(O)c1)Cc2cc(O)c(O)cc2,C18H16O8,360.08452,C18H16O8,360.08452,361.09232,359.07672,,C10489,20283-92-5,50371,,1100862,5281792,
7,B,9,GLYCERYL TRIPALMITATE,O=C(OCC(OC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC)CCCCCCCCCCCCCCC,C51H98O6,806.73634,C51H98O6,806.73634,807.74414,805.72854,,CA1372,555-44-2,,HMDB05356,11147,,
7,B,10,REICHSTEIN?S SUBSTANCE S,[C@H]34[C@H]2[C@@H]([C@@]1(C(=CC(=O)CC1)CC2)C)CC[C@@]3([C@](C(CO)=O)(O)CC4)C,C21H30O4,346.21441,C21H30O4,346.21441,347.22221,345.20661,,C05488,152-58-9,28324,HMDB00015,53477676,7847,5088
7,B,11,TAUROLITHOCHOLATE,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,C26H45NO5S,506.29162,C26H45NO5S,483.30185,484.30965,482.29405,,C02592,6042-32-6,36259,,439763,5584,
7,B,12,PALMITOLEIC ACID,CCCCCCC=CCCCCCCCC(=O)O,C16H30O2,254.22458,C16H30O2,254.22458,255.23238,253.21678,,C08362,373-49-9,28716,HMDB03229,445638,10558,188
7,C,1,PALMITATE,CCCCCCCCCCCCCCCC(=O)O,C16H32O2,256.24023,C16H32O2,256.24023,257.24803,255.23243,,C00249,57-10-3,15756,HMDB00220,985,3548,187
7,C,2,"3,3',5'-TRIIODOTHYRONINE",[NH3+][C@H](Cc1ccc(Oc2cc(I)c(O)c(I)c2)c(I)c1)C([O-])=O,C15H12I3NO4,650.79007,C15H12I3NO4,650.79007,651.79787,649.78227,,C07639,5817-39-0,28774,,644280,9841,980
7,C,3,SPHINGANINE,CCCCCCCCCCCCCCCC(C(CO)N)O,C18H39NO2,301.29808,C18H39NO2,301.29808,302.30588,300.29028,,C00836,764-22-7,16566,HMDB00269,91486,4094,5268
7,C,4,LANOSTEROL,CC(CCC=C(C)C)C1CCC2(C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C)C,C30H50O,426.38617,C30H50O,426.38617,427.39397,425.37837,,C01724,79-63-0,16521,HMDB01251,246983,4861,6108
7,C,5,LAURIC ACID,CCCCCCCCCCCC(=O)O,C12H24O2,200.17763,C12H24O2,200.17763,201.18543,199.16983,,C02679,143-07-7,30805,HMDB00638,3893,5649,5611
7,C,6,ARACHIDIC ACID,CCCCCCCCCCCCCCCCCCCC(=O)O,C20H40O2,312.30283,C20H40O2,312.30283,313.31063,311.29503,,C06425,506-30-9,28822,HMDB02212,10467,8660,401
7,C,7,ERUCIC ACID,CCCCCCCCC=CCCCCCCCCCCCC(=O)O,C22H42O2,338.31848,C22H42O2,338.31848,339.32628,337.31068,,C08316,112-86-7,28792,HMDB02068,5281116,10514,6470
7,C,8,DEOXYCHOLATE,CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C,C24H40O4,414.27461,C24H4004,392.29266,393.30046,391.28486,,C04483,302-95-4,9177,,23668196,13353,68890
7,C,9,4-METHYL-2-OXO-PENTANOIC ACID,O=C(C(=O)O)CC(C)C,C6H10O3,334.09406,C6H10O3,130.06299,131.07079,129.05519,,C00233,none,48430,,70,3532,
7,C,10,LEUKOTRIENE B4,O=C(O)CCC[C@H](O)/C=C\C=C\C=C\[C@H](O)C\C=C/CCCCC,C20H32O4,336.23006,C20H32O4,336.23006,337.23786,335.22226,,C02165,71160-24-2,15647,HMDB01085,5280492,5240,406
7,C,11,HEPTADECANOATE,O=C(O)CCCCCCCCCCCCCCCC,C17H34O2,270.25588,C17H34O2,270.25588,271.26368,269.24808,,CA1365,506-12-7,32365,HMDB02259,10465,,6578
7,C,12,GLYCERYL TRIMYRISTATE,O=C(OCC(OC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCC)CCCCCCCCCCCCC,C45H86O6,722.64244,C45H86O6,722.64244,723.65024,721.63464,,CA1368,555-45-3,,,11148,,34484
7,D,1,LINOLEATE,CCCCCC=CCC=CCCCCCCCC(=O)O,C18H32O2,280.24023,C18H32O2,280.24023,281.24803,279.23243,,C01595,60-33-3,17351,HMDB00673,5280450,4750,191
7,D,2,SPHINGOMYELIN,CCCCCCCCCCCCCCCCCC(NC(C(O)/C=C/CCCCCCCCCCCCC)COP([O-])(OCC[N+](C)(C)C)=O)=O,C41H83N2O6P,730.59887,C41H83N2O6P,730.59887,731.60667,729.59107,,C00550,85187-10-6,17636,HMDB01348,5283588,3831,176
7,D,3,"CHOLESTA-5,7-DIEN-3BETA-OL",C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C,C27H44O,384.33922,C27H44O,384.33922,385.34702,383.33142,,C01164,434-16-2,17759,HMDB00032,439423,4391,5101
7,D,4,THYROXINE,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)O)N,C15H11I4NO4,776.68672,C15H11I4NO4,776.68672,777.69452,775.67892,,C01829,51-48-9,18332,HMDB00248,5819,4950,439
7,D,5,BIS(2-ETHYLHEXYL)PHTHALATE,O=C(OCC(CC)CCCC)c1ccccc1C(=O)OCC(CC)CCCC,C24H38O4,390.27701,C24H38O4,390.27701,391.28481,389.26921,,C03690,117-81-7,17747,,8343,6464,44750
7,D,6,GAMMA-LINOLENIC ACID,CCCCCC=CCC=CCC=CCCCCC(=O)O,C18H30O2,278.22458,C18H30O2,278.22458,279.23238,277.21678,,C06426,506-26-3,28661,HMDB03073,5280933,8661,386
7,D,7,OMEGA-HYDROXYDODECANOIC ACID,C(CCCCCC(=O)O)CCCCCO,C12H24O3,216.17255,C12H24O3,216.17255,217.18035,215.16475,,C08317,505-95-3,39567,HMDB02059,79034,10515,6465
7,D,8,METHYL JASMONATE,O=C1C(C/C=C/CC)C(CC(=O)OC)CC1,C13H20O3,224.14125,C13H20O3,224.14125,225.14905,223.13345,,C11512,1211-29-6,15929,,5281929,13682,
7,D,9,GERANYLGERANYL PYROPHOSPHATE,CC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C,C20H36O7P2,450.19363,C20H36O7P2,450.19363,451.20143,449.18583,,C00353,6699-20-3,48861,,447277,3646,6134
7,D,10,HEXADECANOL,CCCCCCCCCCCCCCCCO,C16H34O,242.26097,C16H34O,242.26097,243.26877,241.25317,,C00823,36653-82-4,16125,HMDB03424,2682,4081,6927
7,D,11,DIMETHYLBENZIMIDAZOLE,CC1=CC2=C(C=C1C)N=CN2,C9H10N2,146.0844,C9H10N2,146.08440,147.09220,145.07660,,C03114,582-60-5,15890,HMDB03701,675,6009,
7,D,12,RETINOATE,CC1(C(=C(CCC1)C)C=CC(=CC=CC(=CC(O)=O)C)C)C,C20H28O2,300.20893,C20H28O2,300.20893,301.21673,299.20113,,C00777,302-79-4,15367,HMDB01852,444795,4038,2277
7,E,1,INDOLE,C1=CC=C2C(=C1)C=CN2,C8H7N,117.05785,C8H7N,117.05785,118.06565,116.05005,,C00463,120-72-9,16881,HMDB00738,798,3747,286
7,E,2,CHOLATE,[C@H]24[C@H]1[C@@]([C@@H]([C@@H](CCC(O)=O)C)CC1)([C@@H](O)C[C@@H]2[C@@]3([C@@H](C[C@H](O)CC3)C[C@H]4O)C)C,C24H40O5,408.28758,C24H40O5,408.28758,409.29538,407.27978,,C00695,81-25-4,16359,HMDB00619,221493,3963,206
7,E,3,PHYLLOQUINONE,CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C,C31H46O2,450.34978,C31H46O2,450.34978,451.35758,449.34198,,C02059,84-80-0,18067,HMDB03555,5280483,5148,6952
7,E,4,CHOLESTERYL PALMITATE,CCCCCCCCCCCCCCCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4C(C)CCCC(C)C)C)C,C43H76O2,624.58453,C43H76O2,624.58453,625.59233,623.57673,,C11251,601-34-3,3663,HMDB00885,246520,13428,5884
7,E,5,QUINOLINE,n1cccc2ccccc12,C9H7N,129.05785,C9H7N,129.05785,130.06565,128.05005,,C06413,91-22-5,17362,,7047,8648,66396
7,E,6,DOCOSAHEXAENOIC ACID,O=C(O)CC\C=C/C/C=C\C\C=C/C\C=C/C\C=C/C\C=C/CC,C22H32O2,328.24023,C22H32O2,328.24023,329.24803,327.23243,,C06429,6217-54-5 ,28125,,445580,8664,3457
7,E,7,DIETHYL 2-METHYL-3-OXOSUCCINATE,O=C(C(=O)OCC)C(C(=O)OCC)C,C9H14O5,202.08413,C9H14O5,202.08413,203.09193,201.07633,,C04067,759-65-9,16879,,97750,6762,44744
7,E,8,RETINYL PALMITATE,CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(CCCC1(C)C)C,C36H60O2,524.45933,C36H60O2,524.45933,525.46713,523.45153,,C02588,79-81-2,17616,HMDB03648,5280531,5580,6970
7,E,9,1-NAPHTHYLAMINE,c1cccc2cccc(N)c12,C10H9N,143.0735,C10H9N,143.07350,144.08130,142.06570,,C14790,134-32-7,50450,,8640,17395788,70324
7,E,10,1-HYDROXY-2-NAPHTHOATE,O=C(O)c2ccc1ccccc1c2O,C11H8O3,188.04735,C11H8O3,188.04735,189.05515,187.03955,,C03203,86-48-6,36108,,6844,6079,2389
7,E,11,"1,2-DIPALMITOYL-RAC-GLYCERO-3-PHOSPHOETHANOLAMINE",O=C(OC(COP(=O)(OCCN)O)COC(=O)CCCCCCCCCCCCCCC)CCCCCCCCCCCCCCC,C37H74NO8P,691.51521,C37H74NO8P,691.51521,692.52301,690.50741,,CA1369,5681-36-7,,,65109,,
7,E,12,PHENYLPYRUVATE,C1=CC=C(C=C1)CC(=O)C(=O)O,C9H8O3,186.02929,C9H8O3,164.04735,165.05515,163.03955,,C00166,114-76-1,30851,,997,3466,
7,F,1,TRANS-CINNAMATE,O=C(O)C=Cc1ccccc1,C9H8O2,148.05243,C9H8O2,148.05243,149.06023,147.04463,,C10438,140-10-3,35697,HMDB00930,444539,3713,5880
7,F,2,OLEATE,CCCCCCCCC=CCCCCCCCC(=O)O,C18H34O2,282.25588,C18H34O2,282.25588,283.26368,281.24808,,C00712,112-80-1,16196,HMDB00207,445639,3978,190
7,F,3,STEARATE,CCCCCCCCCCCCCCCCCC(=O)O,C18H36O2,284.27153,C18H36O2,284.27153,285.27933,283.26373,,C01530,57-11-4,25629,HMDB00827,5281,4692,189
7,F,4,BETA-CAROTENE,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C,C40H56,536.4382,C40H56,536.43820,537.44600,535.43040,,C02094,7235-40-7,17579,HMDB00561,5280489,5178,5545
7,F,5,25-HYDROXYCHOLESTEROL,CC(C)(O)CCC[C@@H](C)[C@H]2CC[C@@H]1[C@@H]3C\C=C4\C[C@@H](O)CC[C@]4(C)[C@@H]3CC[C@@]12C,C27H46O2,402.34978,C27H46O2,402.34978,403.35758,401.34198,,C15519,2140-46-7,42977,HMDB06247,65094,17396511,3899
7,F,6,NERVONIC ACID,CCCCCCCCC=CCCCCCCCCCCCCCC(=O)O,C24H46O2,366.34978,C24H46O2,366.34978,367.35758,365.34198,,C08323,506-37-6,44247,HMDB02368,5281120,10521,262
7,F,7,DESMOSTEROL,CC(CCC=C(C)C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,C27H44O,384.33922,C27H44O,384.33922,385.34702,383.33142,,C01802,313-04-2,17737,HMDB02719,439577,4928,423
7,F,8,DEOXYCORTICOSTERONE ACETATE,O=C(OCC(=O)C1CCC2C4C(CCC12C)C3(/C(=C\C(=O)CC3)CC4)C)C ,C23H32O4,372.23006,C23H32O4,372.23006,373.23786,371.22226,,C14554,56-47-3,,,5952,17395554,3976
7,F,9,1-OLEOYL-RAC-GLYCEROL,O=C(OCC(O)CO)CCCCCCC\C=C/CCCCCCCC,C21H40O4,356.29266,C21H40O4,356.29266,357.30046,355.28486,,CA1373,111-03-5,,,5283468,,4251
